0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2.1166,-0,0.73903,0.69429,-0,4.1026,0.082975,-0,-0,-0,0.32594,-0,-0,-0,-0,2.1817,1.2215,0.56385,-0,0.60031,-0
1.8543,-0,0.79478,0.49751,-0,4.3807,0.061273,-0,-0,-0,0.34622,-0,-0,-0,-0,2.1014,1.0943,0.59862,-0,0.41563,-0
1.5575,-0,0.83479,0.26718,-0,4.6125,-0,-0,-0,-0,0.33652,-0,-0,-0,-0,1.986,0.95716,0.60344,-0,0.20138,-0
1.2291,-0,0.86042,-0,-0,4.7913,-0,-0,-0,-0,0.29774,-0,-0,-0,-0,1.8411,0.81496,0.58147,0.072598,-0,-0
0.86916,-0,0.87285,-0,-0,4.9125,-0,-0,-0,-0,0.2311,-0,-0,-0,-0,1.675,0.67227,0.53553,0.20697,-0,-0
0.46838,-0,0.87269,-0,-0,4.9741,-0,-0,-0,-0,0.13609,-0,-0,-0,-0,1.4969,0.53265,0.46753,0.31269,-0,-0
-0,-0,0.86003,-0,-0,4.977,-0,-0,-0,-0,-0,-0,-0,-0,-0,1.3159,0.39806,0.3778,0.39603,-0,-0
-0,-0,0.83464,-0,-0,4.9242,-0,-0,-0,-0,-0,-0,-0,-0,-0,1.1396,0.26796,0.26403,0.45595,-0,-0
-0,-0,0.79636,-0,-0,4.8214,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.97408,0.13686,0.11576,0.48999,-0,-0
-0,-0,0.74542,-0,-0,4.6764,-0,-0,-0,-0,-0,-0,-0,-0,-0,0.82315,-0,-0,0.49545,-0,-0
-0,-0,0.68271,-0,-0,4.4981,0.032599,-0,-0,-0,-0,-0,-0,-0,-0,0.68846,-0,-0,0.46953,-0,-0
-0,-0,0.60983,-0,-0,4.2963,0.19345,-0,-0,-0,-0,-0,-0,-0,-0,0.56947,-0,-0,0.40911,-0,-0
-0,-0,0.52919,-0,-0,4.0809,0.33791,-0,-0,-0,-0,-0,-0,-0,-0,0.46357,-0,-0,0.30963,-0,-0
-0,-0,0.44391,-0,-0,3.8609,0.47434,-0,-0,-0,-0,-0,-0,-0,-0,0.36648,-0,-0,0.15991,-0,-0
-0,-0,0.35765,-0,-0,3.6438,0.59937,-0,-0,-0,-0,-0,-0,-0,-0,0.27245,-0,-0,-0,-0,-0
-0,-0,0.27447,-0,-0,3.4348,0.70844,-0,-0,-0,-0,-0,-0,-0,-0,0.17394,-0,-0,-0,-0,-0
-0,-0,0.19856,-0,-0,3.2365,0.79718,-0,-0,-0,-0,-0,-0,-0,-0,0.056302,-0,-0,-0,-0,-0
-0,-0,0.13412,-0,-0,3.0487,0.86194,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,0.085243,-0,-0,2.8683,0.89997,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,0.05582,-0,-0,2.6898,0.90949,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,0.048145,-0,-0,2.506,0.88967,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,0.05853,-0,-0,2.3088,0.84046,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,0.077475,-0,-0,2.0895,0.76235,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,0.095197,-0,-0,1.84,0.656,-0,-0,-0,-0,0.19464,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,0.10312,-0,-0,1.5526,0.52151,-0,-0,-0,-0,0.41878,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,0.0929,-0,-0,1.2195,0.35669,-0,-0,-0,-0,0.60329,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,0.053671,-0,-0,0.82948,0.14926,-0,-0,-0,-0,0.76123,-0,-0,-0,-0,-0,-0,-0,-0,0.0013816
-0,-0,-0,-0,-0,0.3515,-0,-0,-0,-0,-0,0.89773,-0,-0,-0,-0,-0,-0,-0,-0,0.11252
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,1.0164,-0,-0,-0,-0,-0,-0,-0,-0,0.16068
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,1.1206,-0,-0,-0,-0,-0,-0,-0,-0,0.16895
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,1.2136,-0,-0,-0,-0,-0,-0,-0,-0,0.13885
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,1.2986,-0,-0,-0,-0,-0,-0,-0,-0,0.064636
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,1.3785,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,1.4557,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,1.5321,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,1.6086,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,1.6858,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,1.7632,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,1.8403,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,1.9159,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,1.989,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,2.0584,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,2.1233,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,2.1831,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,2.2377,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,2.2872,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,2.3322,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,2.3733,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,2.4113,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,2.4469,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,2.4807,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,2.513,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,2.5439,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,2.5731,-0,-0,-0,-0,-0,-0,-0,-0,-0
-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,2.6,-0,-0,-0,-0,-0,-0,-0,-0,-0
