0,1,2,3,4,5,6,7,8
-0,-0,2.4124,-0,2.1094,0.62181,-0,-0,1.4745
-0,-0,2.3949,-0,2.1168,0.6076,-0,-0,1.4708
-0,-0,2.3704,-0,2.1201,0.5892,-0,-0,1.4615
-0,-0,2.3386,-0,2.1199,0.56666,-0,-0,1.4466
-0,-0,2.2999,-0,2.1163,0.54005,-0,-0,1.4262
-0,-0,2.2544,-0,2.1098,0.50939,-0,-0,1.4005
-0,-0,2.2021,-0,2.1006,0.47466,-0,-0,1.3696
-0,-0,2.1435,-0,2.0894,0.43576,-0,-0,1.3338
-0,-0,2.0787,-0,2.0764,0.39245,-0,-0,1.2932
-0,-0,2.0081,-0,2.0621,0.34426,-0,-0,1.2481
-0,-0,1.9319,-0,2.0469,0.29025,-0,-0,1.1986
-0,-0,1.8506,-0,2.0312,0.22846,-0,-0,1.1451
-0,-0,1.7643,-0,2.0154,0.15395,-0,-0,1.0876
-0,-0,1.6735,-0,1.9997,0.041558,-0,-0,1.0264
-0,-0,1.5784,-0,1.9845,-0,-0,-0,0.96163
-0,-0,1.4793,-0,1.9699,-0,-0,-0,0.89325
-0,-0,1.3763,-0,1.9561,-0,-0,-0,0.82129
-0,-0,1.2696,-0,1.9432,-0,-0,-0,0.74557
-0,-0,1.1591,-0,1.9313,-0,-0,-0,0.66576
-0,-0,1.0446,-0,1.9203,-0,-0,-0,0.58116
-0,-0,0.92569,-0,1.9101,-0,-0,-0,0.49053
-0,-0,0.80138,-0,1.9008,-0,-0,-0,0.39143
-0,-0,0.66994,-0,1.8921,-0,-0,-0,0.27825
-0,-0,0.52789,-0,1.8838,-0,0.075049,-0,0.13129
-0,-0,0.36699,-0,1.876,-0,0.12524,-0,-0
-0,-0,0.15571,-0,1.8683,-0,0.16682,-0,-0
-0,-0,-0,-0,1.8606,-0,0.20408,-0,-0
-0,-0,-0,-0,1.8529,-0,0.23856,-0,-0
-0,-0,-0,-0,1.8451,-0,0.27097,-0,-0
-0,-0,-0,-0,1.8371,-0,0.3017,-0,-0
-0,-0,-0,-0,1.8289,-0,0.33094,-0,-0
-0,-0,-0,-0,1.8206,-0,0.35883,-0,-0
-0,-0,-0,-0,1.8123,-0,0.38543,-0,-0
-0,-0,-0,-0,1.8042,-0,0.41077,-0,-0
-0,-0,-0,-0,1.7965,-0,0.43489,-0,-0
-0,-0,-0,-0,1.7895,-0,0.4578,-0,-0
-0,-0,-0,-0,1.7835,-0,0.47953,-0,-0
-0,-0,-0,-0,1.7788,-0,0.50009,-0,-0
-0,-0,-0,-0,1.7758,-0,0.51953,-0,-0
-0,-0,-0,-0,1.7749,-0,0.5379,-0,-0
-0,-0,-0,-0,1.7765,-0,0.55525,-0,-0
-0,-0,-0,-0,1.781,-0,0.57166,-0,-0
-0,-0,-0,-0,1.7886,-0,0.58721,-0,-0
-0,-0,-0,-0,1.7996,-0,0.60199,-0,-0
-0,-0,-0,-0,1.8143,-0,0.61611,-0,-0
-0,-0,-0,-0,1.8328,-0,0.62967,-0,-0
-0,-0,-0,-0,1.8552,-0,0.64278,-0,-0
-0,-0,-0,-0,1.8814,-0,0.65555,-0,-0
-0,-0,-0,-0,1.9112,-0,0.66808,-0,-0
-0,-0,-0,-0,1.9445,-0,0.68046,-0,-0
-0,-0,-0,-0,1.9809,-0,0.69278,-0,-0
-0,0.10232,-0,-0,2.0201,-0,0.70509,-0,-0
-0,0.18731,-0,-0,2.0615,-0,0.71745,-0,-0
-0,0.25731,-0,-0,2.1046,-0,0.72988,-0,-0
-0,0.32093,-0,-0,2.1489,-0,0.74239,-0,-0
-0,0.38095,-0,-0,2.1937,-0,0.75495,-0,0.12361
-0,0.43862,-0,-0,2.2383,-0,0.76755,-0,0.21702
-0,0.49456,-0,-0,2.2822,-0,0.7801,-0,0.28693
-0,0.54906,-0,-0,2.3246,-0,0.79255,-0,0.34435
-0,0.60223,-0,-0,2.365,-0,0.8048,-0,0.3931
-0,0.65406,-0,-0,2.4026,-0,0.81674,-0,0.43511
-0,0.70445,-0,-0,2.4368,-0,0.82826,-0,0.47155
-0,0.75326,-0,-0,2.4672,-0,0.83924,-0,0.50323
-0,0.8003,-0,-0,2.4931,-0,0.84954,-0,0.53075
-0,0.84536,-0,-0,2.514,-0,0.85906,-0,0.5546
-0,0.88819,-0,-0,2.5296,-0,0.86766,-0,0.57518
-0,0.92857,-0,-0,2.5395,-0,0.87522,-0,0.59283
-0,0.96626,-0,-0,2.5433,-0,0.88166,-0,0.60782
