0,1,2,3,4,5,6,7,8
0.00045393,0.00080981,0.00067651,4.1591e-05,0.017108,0.00028903,0.0021605,0.0013291,0.018277
0.00045478,0.00082589,0.00065466,3.3923e-05,0.026165,0.00032627,0.0022967,0.0014014,0.018133
0.00045367,0.00084111,0.00063229,2.7322e-05,0.038414,0.00038425,0.0024189,0.0014741,0.017911
0.00045078,0.00085597,0.00061241,2.18e-05,0.054174,0.00048258,0.0025221,0.001546,0.017837
0.00044626,0.00087094,0.00059673,1.7339e-05,0.073507,0.00065259,0.0026019,0.0016158,0.018253
0.00044026,0.00088642,0.00058513,1.3911e-05,0.096206,0.00093942,0.0026558,0.0016822,0.019583
0.00043296,0.00090275,0.00057576,1.1491e-05,0.12187,0.0014015,0.0026845,0.0017445,0.022267
0.00042454,0.00092018,0.00056558,1.0056e-05,0.15011,0.0021054,0.0026934,0.0018023,0.02668
0.00041523,0.00093884,0.00055122,9.5727e-06,0.18072,0.003115,0.0026939,0.0018559,0.033037
0.00040528,0.00095872,0.00052985,9.9892e-06,0.21393,0.0044742,0.0027036,0.0019066,0.04131
0.00039495,0.00097963,0.00049988,1.1215e-05,0.25044,0.0061864,0.0027451,0.0019558,0.051169
0.00038452,0.0010012,0.0004612,1.3103e-05,0.29122,0.008195,0.0028448,0.0020054,0.061963
0.00037425,0.0010232,0.0004151,1.5439e-05,0.33717,0.010373,0.003031,0.0020568,0.072756
0.00036437,0.001045,0.00036392,1.7943e-05,0.38852,0.012527,0.0033328,0.0021108,0.082439
0.00035509,0.0010666,0.00031054,2.0293e-05,0.44421,0.014423,0.0037802,0.0021669,0.089881
0.00034657,0.001088,0.00025784,2.2161e-05,0.50155,0.015824,0.0044069,0.0022234,0.094129
0.00033888,0.0011099,0.00020836,2.3267e-05,0.5562,0.016539,0.0052545,0.0022774,0.094582
0.00033202,0.0011329,0.000164,2.343e-05,0.60272,0.016468,0.006378,0.0023252,0.091111
0.00032593,0.0011583,0.0001259,2.26e-05,0.63557,0.015619,0.0078512,0.0023633,0.084094
0.00032045,0.0011876,9.4523e-05,2.0868e-05,0.65036,0.014115,0.0097682,0.0023891,0.07434
0.0003154,0.0012221,6.9703e-05,1.844e-05,0.645,0.012159,0.01224,0.0024017,0.062925
0.00031059,0.0012631,5.0828e-05,1.5592e-05,0.62039,0.0099884,0.015381,0.0024025,0.050995
0.00030584,0.0013115,3.7012e-05,1.2618e-05,0.58039,0.0078343,0.019291,0.0023944,0.039574
0.00030105,0.0013681,2.7254e-05,9.7762e-06,0.53095,0.0058773,0.024023,0.0023824,0.029419
0.00029619,0.001433,2.0573e-05,7.2552e-06,0.47879,0.00423,0.02956,0.0023713,0.020968
0.00029128,0.0015062,1.6094e-05,5.1616e-06,0.42985,0.0029361,0.035783,0.0023658,0.014348
0.00028642,0.001587,1.3106e-05,3.5251e-06,0.38806,0.0019835,0.042469,0.0023685,0.0094476
0.00028173,0.0016746,1.1073e-05,2.3168e-06,0.35474,0.0013246,0.049294,0.0023799,0.0060111
0.0002773,0.0017682,9.6221e-06,1.4727e-06,0.3287,0.00089684,0.055868,0.0023979,0.0037272
0.00027317,0.0018667,8.5196e-06,9.1544e-07,0.30706,0.00063789,0.061781,0.0024182,0.0023
0.00026933,0.0019697,7.6338e-06,5.7044e-07,0.28637,0.00049469,0.066667,0.0024348,0.0014942
0.00026574,0.0020768,6.9042e-06,3.7591e-07,0.26373,0.00042667,0.070255,0.0024415,0.0011595
0.0002623,0.0021886,6.3127e-06,2.8709e-07,0.23761,0.00040522,0.072415,0.0024326,0.0012415
0.00025894,0.0023062,5.8623e-06,2.7679e-07,0.2081,0.00041141,0.073172,0.0024045,0.0017892
0.00025558,0.0024315,5.5606e-06,3.3386e-07,0.1768,0.00043357,0.072699,0.0023559,0.0029612
0.00025222,0.0025668,5.4094e-06,4.6087e-07,0.14623,0.00046534,0.071288,0.0022889,0.0050317
0.0002489,0.0027147,5.3984e-06,6.715e-07,0.11926,0.00050444,0.069293,0.0022081,0.0083865
0.00024567,0.0028776,5.5026e-06,9.8753e-07,0.09852,0.00055181,0.067079,0.0021201,0.0135
0.00024264,0.0030572,5.6835e-06,1.4351e-06,0.085988,0.00061083,0.064965,0.0020328,0.02088
0.00023989,0.003255,5.8938e-06,2.0401e-06,0.082834,0.00068619,0.063186,0.0019535,0.030972
0.00023751,0.0034719,6.0843e-06,2.8219e-06,0.089373,0.00078247,0.061873,0.001889,0.044037
0.00023556,0.0037086,6.2107e-06,3.7883e-06,0.10516,0.00090249,0.061066,0.0018437,0.060007
0.00023408,0.0039665,6.241e-06,4.9302e-06,0.12914,0.0010458,0.060739,0.0018202,0.078372
0.00023308,0.0042483,6.1586e-06,6.2217e-06,0.15996,0.0012077,0.060852,0.0018184,0.098127
0.00023255,0.0045587,5.963e-06,7.6268e-06,0.19626,0.0013796,0.061389,0.0018365,0.11782
0.00023245,0.0049051,5.6675e-06,9.1162e-06,0.23706,0.0015493,0.062399,0.0018704,0.13569
0.00023275,0.0052979,5.2939e-06,1.0697e-05,0.28216,0.0017034,0.063996,0.0019147,0.14997
0.00023339,0.0057506,4.8684e-06,1.2454e-05,0.33228,0.0018287,0.066335,0.001963,0.15913
0.00023433,0.0062794,4.4164e-06,1.461e-05,0.38897,0.0019145,0.069571,0.0020089,0.16215
0.00023554,0.006903,3.9599e-06,1.7589e-05,0.45416,0.0019531,0.073808,0.0020467,0.15877
0.00023704,0.0076422,3.5164e-06,2.2087e-05,0.52949,0.0019413,0.079062,0.0020723,0.14945
0.00023887,0.008519,3.0978e-06,2.9142e-05,0.61551,0.0018802,0.085253,0.0020838,0.13537
0.00024112,0.0095564,2.712e-06,4.0169e-05,0.71103,0.0017761,0.092236,0.0020817,0.11816
