0,1,2,3,4,5,6,7,8
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0615,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0683,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.3345,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.3172,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.4837,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.7769,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.0451,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.8396,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,3.0226,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,4.0946,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,3.8307,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,3.3247,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,2.5184,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.7051,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.3066,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.9820,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.3509,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.4428,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.2997,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.1609,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.4724,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.3922,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.4400,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.5201,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.5568,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.4019,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.8432,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.2120,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.2992,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.4375,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.2440,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.2259,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.2761,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.4008,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.3088,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.2828,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.3932,0.0000,0.0000,0.0000,0.0000
0.0120,0.0000,0.0000,0.0000,1.4390,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.4201,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.0744,0.0000,0.0000,0.0000,0.0000
0.1092,0.0000,0.0000,0.0000,1.0318,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.5264,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.5905,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.6133,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.3687,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.4916,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.4748,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.8614,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.8176,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.7929,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.9774,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.8209,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.9829,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.0996,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.3035,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.5846,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.6813,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,2.1435,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,2.0700,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,2.1471,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,2.2450,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,2.1443,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,2.0523,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,2.0716,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.9431,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.7831,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.6704,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.6589,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.3215,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.9954,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.0071,0.0000,0.0000,0.0000,0.1447
0.0000,0.0000,0.0000,0.0000,0.7549,0.0000,0.0000,0.0000,0.0917
0.0000,0.0000,0.0000,0.0000,0.5646,0.0000,0.0000,0.0000,0.1472
0.0000,0.0000,0.0000,0.0000,0.3315,0.0000,0.0000,0.0000,0.0132
0.0000,0.0000,0.0000,0.0000,0.3206,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.3520,0.0000,0.0000,0.0000,0.0779
0.0000,0.0000,0.0000,0.0000,0.3266,0.0000,0.0000,0.0000,0.0627
0.0000,0.0000,0.0000,0.0000,0.4434,0.0000,0.0000,0.0000,0.1219
0.0000,0.0000,0.0000,0.0000,0.2784,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.7270,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.8150,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.7649,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.1266,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.9351,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.4555,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.7959,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.6599,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.6757,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.6370,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.5368,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.7593,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.7490,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.5926,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,1.3935,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.9944,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.8883,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.6214,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.4780,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.4213,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0792,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
