0,1,2,3,4,5
0.0000,0.0000,0.0000,0.0000,1.4819,0.0000
0.0000,0.0000,0.0000,0.0000,0.7580,0.0000
0.0000,0.0000,0.0000,0.0000,0.8454,0.0000
0.0000,0.0000,0.0000,0.0000,0.8017,0.0000
0.0000,0.0000,0.0000,0.0000,0.7904,0.0000
0.0000,0.0000,0.0000,0.0000,0.4014,0.0000
0.0000,0.0000,0.0000,0.0000,0.3782,0.0000
0.0000,0.0000,0.0000,0.0000,0.7306,0.1370
0.0000,0.0000,0.0000,0.0000,0.4224,0.0032
0.0000,0.0000,0.0000,0.0000,0.5075,0.0586
0.0000,0.0000,0.0000,0.0000,0.2511,0.0000
0.0000,0.0000,0.0000,0.0000,0.2332,0.0000
0.0000,0.0000,0.0000,0.0000,0.4278,0.0000
0.0000,0.0000,0.0000,0.0000,0.2574,0.0000
0.0000,0.0000,0.0000,0.0000,0.4498,0.0524
0.0000,0.0000,0.0000,0.0000,0.4653,0.0268
0.0000,0.0000,0.0000,0.0000,0.4808,0.0000
0.0000,0.0000,0.0000,0.0000,1.0716,0.3418
0.0000,0.0000,0.0000,0.0000,0.8085,0.2038
0.0000,0.0000,0.0000,0.0000,1.3963,0.6167
0.0000,0.0000,0.0000,0.0000,1.0161,0.3457
0.0000,0.0000,0.0000,0.0000,1.4759,0.6679
0.0000,0.0000,0.0000,0.0000,1.7409,0.8783
0.0000,0.0000,0.0000,0.0000,1.3154,0.6047
0.0000,0.0000,0.0000,0.0000,1.8317,0.9262
0.0000,0.0000,0.0000,0.0000,1.5778,0.7279
0.0000,0.0000,0.0000,0.0000,1.3148,0.4972
0.0000,0.0000,0.0000,0.0000,1.6409,0.8249
0.0000,0.0000,0.0000,0.0000,1.3228,0.6220
0.0000,0.0000,0.0000,0.0000,1.7398,0.8906
0.0000,0.0000,0.0000,0.0000,1.7757,0.8568
0.0000,0.0000,0.0000,0.0000,1.0081,0.3565
0.0000,0.0000,0.0000,0.0000,1.4143,0.5941
0.0000,0.0000,0.0000,0.0000,1.7078,0.6499
0.0000,0.0000,0.0000,0.0000,1.9607,0.8063
0.0000,0.0000,0.0000,0.0000,1.6323,0.2997
0.0000,0.0000,0.0000,0.0000,2.0115,0.6350
0.0000,0.0000,0.0000,0.0000,2.0049,0.4943
0.0000,0.0000,0.0000,0.0000,1.3541,0.0000
0.0000,0.0000,0.0000,0.0000,1.4727,0.1234
0.0000,0.0000,0.0000,0.0000,1.3635,0.0000
0.0000,0.0000,0.0000,0.0000,0.9194,0.0000
0.0000,0.0000,0.0000,0.0000,1.1516,0.0000
0.0000,0.0000,0.0000,0.0000,1.2790,0.0000
0.0000,0.0000,0.0000,0.0000,1.5505,0.0000
0.0000,0.0000,0.0000,0.0000,1.7130,0.0000
0.0000,0.0000,0.0000,0.0000,1.9907,0.0000
0.0000,0.1817,0.0000,0.0000,2.3074,0.0000
0.0000,0.0134,0.0000,0.0000,1.8065,0.0000
0.0000,0.2350,0.0000,0.0000,2.1705,0.0000
0.0000,0.4591,0.0000,0.0000,2.0947,0.0000
0.0000,0.1979,0.0000,0.0000,2.0598,0.0000
0.0000,0.2565,0.0000,0.0000,2.0608,0.0000
0.0000,0.2055,0.0000,0.0000,1.8177,0.0000
0.0000,0.1416,0.0000,0.0000,1.9041,0.0000
0.0000,0.2041,0.0000,0.0000,1.9436,0.0000
0.0000,0.5057,0.0000,0.0000,2.0598,0.0000
0.0000,0.6634,0.0000,0.0000,2.3636,0.0000
0.0000,0.6951,0.0000,0.0000,1.9666,0.0000
0.0000,0.9890,0.0000,0.0000,2.1661,0.0000
0.0000,0.6669,0.0000,0.0000,1.3091,0.0000
0.0000,0.7976,0.0000,0.0000,1.2238,0.0000
0.0000,1.0338,0.0000,0.0000,1.2856,0.0000
0.0000,0.8095,0.0000,0.0000,0.8360,0.0000
0.0000,0.8485,0.0000,0.0000,0.7499,0.0000
0.0000,0.4419,0.0000,0.0000,0.1270,0.0000
0.0000,0.6232,0.0000,0.0000,0.3326,0.0000
0.0000,0.7264,0.0000,0.0000,0.3667,0.0000
0.0000,0.8011,0.0000,0.0000,0.4389,0.0000
0.0000,0.5515,0.0000,0.0000,0.1183,0.0000
0.0000,0.4813,0.0000,0.0000,0.2226,0.0000
0.0000,0.7103,0.0000,0.0000,0.6814,0.0000
0.0000,0.4708,0.0000,0.0000,0.5352,0.0000
0.0000,0.5095,0.0000,0.0245,0.7930,0.0000
0.0000,0.2595,0.0000,0.0000,0.7022,0.0000
0.0000,0.1629,0.0000,0.0315,0.8769,0.0000
0.0000,0.2401,0.0000,0.2023,1.4303,0.0000
0.0000,0.0416,0.0000,0.0661,1.3115,0.0000
0.0000,0.0689,0.0000,0.1264,1.2890,0.0000
0.0000,0.0000,0.0000,0.0000,1.3867,0.0000
0.0000,0.0000,0.0000,0.0000,1.2686,0.0000
0.0000,0.0000,0.0000,0.0000,1.7334,0.0000
0.0000,0.0000,0.0000,0.0000,1.2483,0.0000
0.0000,0.0000,0.0000,0.0000,1.6842,0.0000
