0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.016841,0,0,0.67074,0.67075,0,0,0.00067203,0.020023,0,0,0,0.0070968,1.4809,0.0058857,0,0.93638,0.043966,0,0
0.051492,0,0,1.1173,1.1173,0,0,0.0033878,0.047679,0,0,0,0.021699,1.2973,0.023108,0,1.0533,0.1047,0,0
0.13721,0,0,1.7328,1.7328,0,0,0.014884,0.098946,0,0,0,0.057821,0.9904,0.079062,0,1.0325,0.21727,0,0
0.30698,0,0,2.4575,2.4575,0,0,0.054901,0.1724,0,0,0,0.12936,0.63485,0.22713,0,0.8498,0.37857,0,0
0.55784,0,0,3.1466,3.1466,0,0,0.16449,0.244,0,0,0,0.23508,0.33053,0.52997,0,0.56811,0.53577,0,0
0.80453,0,0,3.6384,3.6384,0,0,0.39112,0.27405,0,0,0,0.33904,0.13657,0.98141,0,0.30141,0.60178,0,0
0.90963,0,0,3.8596,3.8596,0,0,0.72909,0.24132,0,0,0,0.38333,0.044241,1.4248,0,0.12537,0.52989,0,0
0.80239,0,0,3.8311,3.8311,0,0,1.0603,0.16578,0,0,0,0.33814,0.011181,1.6138,0,0.040684,0.36403,0,0
0.55144,0,0,3.5627,3.5627,0,0,1.2015,0.088731,0,0,0,0.23238,0.0022015,1.4241,0,0.010286,0.19484,0,0
0.29516,0,0,3.017,3.0169,0,0,1.0603,0.036988,0,0,0,0.12438,0.00033761,0.97874,0,0.0020254,0.08122,0,0
0.12304,0,0,2.2264,2.2264,0,0,0.72872,0.012008,0,0,0,0.051851,0,0.52388,0,0.0003106,0.026368,0,0
0.039946,0,0,1.3779,1.3779,0,0,0.39005,0.0030362,0,0,0,0.016834,0,0.21839,0,0,0.0066669,0,0
0.0101,0,0,0.70894,0.70893,0,0,0.1626,0.00059786,0,0,0,0.0042562,0,0.070899,0,0.00019882,0.0013128,0,0
0.0019888,0,0,0.35159,0.35159,0,0,0.052788,9.1685e-05,0,0,0,0.0008381,0,0.017926,0,0.0012965,0.00020132,0,0
0.00030499,0,0,0.31776,0.31775,0,0,0.013347,0,0,0,0,0.00012853,0,0.0035299,0,0.006584,0,0,0
0,0,0,0.57353,0.57353,0,0,0.0026282,0.00016008,0,0,0,0,0,0.00054132,0,0.02604,0,0,0
0,0,0,1.0348,1.0348,0,0,0.00040304,0.0010438,0,0,0,0,0,0,0,0.080209,0,0,0
0,0,0,1.5001,1.5001,0,0,0,0.005301,0,0,0,0,0,0,0,0.19241,0,0,0
0,0,0,1.6991,1.6991,0,0,0,0.020966,0,0,0,0,0,0,0,0.35947,0,0,0
0,0,0,1.4995,1.4994,0,0,0,0.064579,0,0,0,0,0,0,0,0.52303,0,0,0
0,0,0,1.0306,1.0306,0,0,0,0.15492,0,0,0,0,0,0,0,0.59267,0,0,0
0,0,0,0.55162,0.55162,0,0,0,0.28942,0,0,0,0,0,0,0,0.52303,0,0,0
0,0,0,0.22995,0.22995,0,0,0,0.42111,0,0,0,0,0.00010718,0,0,0.35947,0,0,0
0,0,0,0.074653,0.074653,0,0,0,0.47718,0,0,0,0,0.00069893,0.00019332,0,0.19241,0,0,0
0,0,0,0.018875,0.018875,0,0,0,0.42111,0,0,0,0,0.0035495,0.0012606,0,0.080209,0,0,0
0,0,0,0.0037168,0.0037168,0,0,0,0.28942,0,0,0,0,0.014038,0.0064019,0,0.02604,0,0,0
0,0,0,0.00056999,0.00056998,0,0,0,0.15492,0,0,0,0,0.043241,0.02532,0,0.006584,0,0,0
0,0,0,0,0,0,0,0,0.064579,0,0,0,0,0.10373,0.077991,0,0.0012965,0,0,0
0,0,0,0,0,0,0,0,0.020966,0,0,0,0,0.19379,0.18709,0,0.00019882,0,0,0
0,0,0,0.00026132,0.00026132,0,0,0.00022299,0.005301,0,0,0,0,0.28197,0.34953,0,0,0,0,0
0,0,0,0.001704,0.001704,0,0,0.0014541,0.0010438,0,0,0,0,0.31951,0.50856,0,0,0,0,0
0,0,0,0.0086538,0.0086538,0,3.5191e-05,0.0073845,0.00016008,0,0,0,0,0.28197,0.57628,0,0,0,0,0
0,0,0,0.034227,0.034227,0,0.00022948,0.029206,0,0,0,0,0,0.19379,0.50856,0,0,0,0,0
0,0,0,0.10543,0.10543,0,0.0011654,0.089962,0,0,0,0,0,0.10373,0.34953,0,0,0,0,0
0,0,0,0.2529,0.2529,0,0.0046091,0.21581,9.7592e-05,0,0,0,0,0.043241,0.18709,0,0,0,0,0
0,0,0,0.47248,0.47248,0,0.014197,0.40318,0.00063638,0,0,0,0,0.014038,0.077991,0,0,0,0,0
