0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0.81911,1.5527,0.015726,0,0.033756,0,1.2327,0,0.00026355,0,0,0,0,0,0.45742,0.073817,0,0,0.31498,0,0.78874,0,0,0,0,0.0002652,0.004974,0,0,0.1565,0,0,0,0,0.0066204,0,0
0.92136,1.3602,0.037448,0,0.080381,0,1.0799,0,0.0013286,0,0,0,0,0,0.4007,0.1369,0,0,0.45492,0,0.69095,0,0,0,0,0.0013369,0.015209,0,0,0.29023,0,0,0,0,0.020243,0,0
0.90318,1.0384,0.077714,0,0.16681,0,0.8244,0,0.0058369,0,0,0,0,0,0.30591,0.22125,0,0,0.57261,0,0.52749,0,0,0,0,0.0058733,0.040525,0,0,0.46907,0,0.00018988,0,0,0.053939,0,0
0.74337,0.66564,0.13541,0,0.29065,0,0.52844,0,0.021531,0,0,0,0,0,0.19609,0.30023,0,0,0.60515,0,0.33812,0,0,0,0,0.021665,0.090668,0.00016543,0,0.63653,0,0.0011548,0,0,0.12068,0,0
0.49696,0.34656,0.19164,0,0.41135,0.00011315,0.27513,0,0.064508,0,0,0,0,0,0.10209,0.33092,0,0,0.51946,0,0.17604,0,0,0.00013114,0,0.06491,0.16476,0.0010493,0,0.70158,0,0.0057043,0,0,0.2193,0,0
0.26366,0.1432,0.21525,0,0.46202,0.00073132,0.11368,0,0.15339,0,0,0,0,0,0.042184,0.28947,0,0,0.35388,0,0.07274,0,0,0.0008476,0,0.15434,0.23762,0.0052817,0,0.6137,0,0.022363,0,0,0.31628,0,0
0.10967,0.046387,0.18953,0,0.40683,0.0037057,0.036826,0,0.28593,0,0,0,0,0,0.013665,0.19851,0,0,0.189,0,0.023563,0,0,0.0042949,0,0.28771,0.26866,0.020843,0,0.42086,0,0.06873,0,0,0.35759,0,0
0.035588,0.011723,0.13021,0,0.27949,0.01465,0.0093069,0,0.41584,0,0,0,0,0,0.0034535,0.10621,0,0,0.078752,0,0.005955,0,0,0.016979,0,0.41843,0.23699,0.064174,0,0.22517,0,0.1648,0,0,0.31544,0,0
0.0089976,0.0023083,0.069691,0,0.14959,0.045122,0.0018325,0,0.47118,0,0,0,0,0,0.00067999,0.044271,0,0,0.025565,0,0.001404,0,0,0.052297,0,0.47412,0.16287,0.15393,0,0.093858,0,0.30787,0,0,0.21678,0,0
0.0017717,0.00035399,0.029051,0,0.062357,0.10824,0.00028103,0,0.41581,0,0,0,0,0,0.00010428,0.014373,0,0,0.0064639,0,0.0016889,0,0,0.12545,0,0.41841,0.087179,0.28759,0,0.030471,0,0.44795,0,0,0.11604,0,0
0.0002717,0,0.0094316,0,0.020245,0.20222,0,0,0.28578,0,0,0,0,0,0,0.003634,0,0,0.0012728,0,0.0076636,0,0,0.23438,0,0.28757,0.036342,0.41844,0,0.0077044,0,0.50759,0,0,0.048371,0,0
0,0,0.0023847,0,0.0051186,0.29423,0,0,0.15297,0,0,0,0,0,0,0.00071557,0,0,0.00019519,0,0.03031,0,0,0.34102,0,0.15392,0.011798,0.47415,0,0.0015171,0,0.44795,0,0,0.015704,0,0
0,0,0.00046957,0,0.0010079,0.33341,0,0,0.063767,0,0,0.00010864,0,0,0,0.00010974,0,0,0,0,0.093362,0,0,0.38642,0,0.064165,0.0029831,0.41844,0,0.00023265,0.00017879,0.30787,0,0,0.0039705,0,0
0,0,7.2011e-05,0,0.00015457,0.29423,0,0,0.020702,0,0,0.00070843,0,0,0,0,0,0,0,0,0.22396,0,0,0.34102,0,0.020831,0.00058741,0.28759,0,0,0.0011659,0.16479,0,0,0.00078184,0,0
0,0,0,0,0,0.20222,0,0,0.0052343,0,0,0.0035977,0,0,0,0,0,0.00010948,0,0,0.41842,0,0,0.23438,0,0.005267,9.0082e-05,0.15393,0,0,0.0059207,0.068695,0,0,0.0001199,0,0
0,0,0,0,0,0.10824,0,0.00019146,0.0010307,0,0,0.014229,0,0,0,0,0,0.00071393,0,0,0.60879,0,0,0.12545,0,0.0010371,0,0.064169,0,0,0.023417,0.022302,0,0,0,0,0
0,0,0,0,0,0.045122,0,0.0012485,0.00015806,0,0,0.043829,0,0,0,0,0,0.0036256,0,0,0.68985,0,0,0.052297,0,0.00015905,0,0.020833,0,0,0.072129,0.0056388,0,0,0,0,0
0,0,0,0,0,0.014649,0,0.0063403,0,0,0,0.10514,0,0,0,0,0.00013578,0.01434,0,0,0.60879,0,0,0.016978,0,0,0,0.0052673,0,0,0.17303,0.0011104,0,0,0,0,0
0,0,0,0,0,0.0037038,0,0.025077,0,0,0,0.19643,0,0,0,0,0.00088541,0.044169,0,0,0.41842,0,0,0.0042928,0,0,0,0.0010372,0,0,0.32326,0.00017028,0,0,0,0,0
0,0,0,0,0,0.00072933,0,0.077241,0,0,0,0.2858,0,0,0,0,0.0044965,0.10596,0,0,0.22396,0,0,0.0008453,0,0,0,0.00015906,0,0,0.47034,0,0,0,0,0,0
0,0,0,0,0,0.00011185,0,0.18529,0,0,0,0.32386,0,0,0,0,0.017784,0.19795,0,0,0.093362,0,0,0.00012963,0,0,0,0,0,0,0.53297,0,0,0,0,0,0
0,0,0,0,0,0,0,0.34617,0,0,0,0.2858,0,0,0,0,0.054778,0.28802,0,0,0.03031,0,0,0,0,0,0,0,0,0,0.47034,0,0,0,0,0,0
0,0,0,0,0,0,0,0.50368,0,0,0,0.19643,0,0,0,0,0.13141,0.32637,0,0,0.0076636,0,0,0,0,0,0,0,0,0,0.32326,0,0,0.00012433,0,0,0
0,0,0,0,0,0,0,0.57074,0,0,0,0.10514,0,0,0,0,0.2455,0.28802,0,0,0.001509,0,0,0,0,0,0,0,0,0,0.17303,0,0,0.00081073,0,0,0
0,0,0,0,0.00015993,0,0,0.50368,0,0,0,0.043829,0,0,0,0,0.3572,0.19795,0,0,0.00023142,0,0,0,0,0,0,0,0,0,0.072129,0,0,0.0041172,0,0,0
0,0,0,0,0.0010429,0,0,0.34617,0,0,0,0.014229,0,0,0,0,0.40476,0.10596,0,0,0,0,0,0,0,0,0,0,0,0,0.023417,0,0,0.016284,0,0,0
0,0,0,0,0.0052962,0,0,0.18529,0,0,0,0.0035977,0,0,0,0,0.3572,0.044169,0,0,0,0,0,0,0,0,0,0,0,0,0.0059207,0,0,0.050158,0,0,0
0,0,0,0,0.020947,0,0,0.077241,0,0,0,0.00070843,0,0,0,0,0.2455,0.01434,0,0,0,0,0,0,0,0,0,0,0,0,0.0011659,0,0.00016825,0.12032,0,0,0
