0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,0,0,0,0,0.0071552,0,0,0.0039839,0,0,0,0,0,0,0,0,0,0,0,0,0.028488,0,0.00030209,0,0.0023299
0,0,0,0,0,0,0.021878,0,0,0.012181,0,0,0,0,0,0,0,0,0,0,0,0,0.052832,0,0.0015229,0,0.0071238
0,0,0,0,0,0,0.058297,0,0,0.032458,0,0,0,0,0,0,0,0,0,0,0,0,0.085386,0,0.0066904,0,0.018982
0,0,0,0,0,0,0.13043,0,0,0.072619,0,0,0,0,0.0001965,0,0,0.00017263,0,0,0,0,0.11587,0,0.024679,0,0.04247
0,0,0,0,0,0,0.23702,0,0,0.13215,0,0,0,0,0.0012463,0,0,0.0010949,0,0,0,0,0.12771,0,0.073941,0,0.077177
0.0002668,0,0,0,0,0,0.34183,0,0,0.19153,0,0,0,0,0.0062737,0,0,0.0055116,0,0,0,0,0.11171,0,0.17582,0,0.1113
0.0017359,0,0,0,0,0,0.38648,0,0,0.22168,0,0,0,0,0.024758,0,0,0.02175,0,0,0,0,0.07661,0,0.32774,0,0.12585
0.0088118,0,0,0,0,0,0.34092,0,0,0.21642,0,0,0,0,0.076227,0,0,0.066967,0,0,0,0,0.040988,0,0.47665,0,0.11101
0.034849,0,0,0.00020499,0.0001057,0,0.2343,0.0001399,0,0.21709,0,0,0,0,0.18285,0,0,0.16063,0,0,0,0,0.017085,0,0.54008,0,0.076291
0.10734,0,0,0.0013367,0.00068924,0,0.12541,0.00091223,0,0.29625,0,0,0,0,0.3416,0.00036806,0,0.3001,0,0,0,0,0.0056345,0,0.47662,0,0.040835
0.2575,0,0,0.0067883,0.0035002,0,0.052278,0.0046327,0,0.50939,0,0,0,0,0.49703,0.0024,0,0.43665,0,0,0,0,0.0019744,0,0.32757,0.00012618,0.017023
0.48108,0,0,0.026848,0.013844,0.00020807,0.016972,0.018323,0,0.84562,0,0,0,0,0.56321,0.01277,0,0.49479,0,0,0,0,0.003181,0,0.17534,0.00082281,0.0056791
0.70009,0,0,0.082699,0.042642,0.0013568,0.0042913,0.056438,0,1.2065,0,0,0,0,0.49703,0.051998,0,0.43665,0,0,0,0,0.011531,0,0.073092,0.0041786,0.0023927
0.794,0,0,0.19838,0.10229,0.0068904,0.00099607,0.13539,0,1.4365,3.8645e-05,0,0,0,0.3416,0.16803,0,0.3001,0.00028247,0,0,0,0.035388,0,0.023729,0.016527,0.00533
0.70422,0,0,0.37063,0.19111,0.027252,0.0011147,0.25294,0,1.4101,0.00025199,0,0,0,0.18285,0.43421,0,0.16063,0.0018419,0,0,0,0.084891,0,0.0059997,0.050905,0.020034
0.49791,0,0,0.53926,0.27806,0.083943,0.0050029,0.36802,0,1.1281,0.0012797,0,0,0,0.076222,0.90943,0,0.066962,0.0093542,0,0,6.9997e-05,0.1586,0,0.0011814,0.12212,0.06158
0.30936,0,0,0.61106,0.31508,0.20137,0.019787,0.41702,0,0.7269,0.0050614,0,0,0,0.024746,1.568,0,0.021739,0.036997,0,0,0.00045644,0.23076,0,0.00018118,0.22814,0.14772
0.23174,0,0,0.53926,0.27806,0.3762,0.060948,0.36802,0,0.37335,0.01559,0,0,0,0.0062567,2.2625,0,0.0054966,0.11396,0,0,0.002318,0.26148,0,0,0.33195,0.27598
0.26725,0,0,0.37063,0.19111,0.54737,0.14621,0.25294,0,0.15166,0.037399,0,0,0,0.001232,2.7714,0,0.0010823,0.27337,0,0,0.0091678,0.23076,0,0,0.37614,0.40155
0.34696,0,0,0.19838,0.10229,0.62026,0.27315,0.13539,0,0.048453,0.069871,0,0,0,0.00018893,2.9096,0,0.00016598,0.51072,0,0,0.028239,0.1586,0,0,0.33195,0.45502
0.3849,0,0,0.082699,0.042642,0.54737,0.39743,0.056438,0,0.012131,0.10166,0,0,0,0,2.6296,0,0.00011745,0.7431,0,0,0.067741,0.084891,0,0,0.22814,0.40155
0.3387,0,0,0.026848,0.013957,0.3762,0.45035,0.018323,0,0.0023522,0.1152,0,0,0,0,2.0455,0,0.00076589,0.84204,0,0,0.12656,0.035388,0,0,0.12212,0.27612
0.23429,0,0,0.0067883,0.0042402,0.20137,0.39743,0.0046327,0,0.00036073,0.10166,0,0,0,0,1.3691,0,0.0038895,0.7431,0,0,0.18414,0.011489,0,0,0.050905,0.14864
0.13399,0,0,0.0013367,0.004447,0.083943,0.27315,0.00091223,0,0,0.069871,0,0,0,0,0.80455,0,0.015383,0.51072,0,0,0.20866,0.0029048,0,0,0.016527,0.066221
0.089798,0,0,0.00020499,0.014968,0.027252,0.14621,0.0001399,0,0,0.037399,0,0,0,0,0.46519,0,0.047384,0.27337,0,0,0.18414,0.00057199,0,0,0.0041786,0.038348
0.13371,0,0,0,0.045779,0.0068904,0.060948,0,0,0,0.015649,0,0,0,0,0.34536,0,0.11367,0.11396,0,0,0.12656,8.7718e-05,0,0,0.00082281,0.061594
0.28461,0,0,0,0.10982,0.0013568,0.019787,0,0,0,0.0054466,0,0,0,0,0.34915,0,0.21236,0.036997,0,0,0.067741,0,0,0,0.00012618,0.13672
0.52461,0,0,0,0.20517,0.00020807,0.0050029,0,0,7.5814e-05,0.003236,0,0,0,0,0.36029,0,0.30898,0.0093542,0,0,0.028239,0,0,0,0,0.25418
0.76222,0,0,0,0.29852,0,0.00098513,0,0,0.00049437,0.007989,0,0,0,0,0.31569,0,0.35012,0.0018419,0,0,0.0091678,0,0,0,9.8958e-05,0.37191
0.86356,0,0,0,0.33826,0,0.00015107,0,0.00019829,0.0025106,0.02387,0,0,0,0,0.23443,8.895e-05,0.30898,0.00028247,0,0,0.0025883,0,0,0,0.00064529,0.43051
0.76209,0,0,0,0.29852,0,0,0,0.001293,0.0099296,0.05717,0,0,0,0,0.18212,0.00058003,0.21236,0,0,0,0.0022191,0,0,0,0.003277,0.40793
0.52378,0,0,0,0.20517,0,0,0.00023072,0.0065664,0.030585,0.10681,0,0,0,0,0.21215,0.0029456,0.11367,0,0,0,0.0090213,0,0,0,0.012961,0.34753
0.28036,0,0,0,0.10982,0,0,0.0015045,0.02597,0.073371,0.1554,0,0,0,0,0.32339,0.01165,0.047384,0.00015965,0,0,0.035403,0,0,0,0.039922,0.31151
0.11687,0,0,0,0.045779,0,0,0.0076405,0.079995,0.13707,0.17609,0,0,0,0,0.4524,0.035885,0.015383,0.0010411,0,0,0.10905,0,0,0,0.095769,0.31244
0.037942,0,0,0,0.014862,0,0,0.030219,0.1919,0.19944,0.1554,0,0,0,0,0.51072,0.086084,0.0038895,0.005287,0,0,0.2616,0,0,0,0.17892,0.30832
0.0095933,0,0,0,0.0037578,0.00012572,0,0.09308,0.35851,0.226,0.10695,0,0,6.0576e-05,0,0.45886,0.16083,0.00076589,0.020911,0,0,0.48872,0.00013743,0,5.4946e-05,0.26033,0.26054
0.001889,0,0,0,0.00073995,0.00081978,0,0.22329,0.52163,0.19944,0.058095,0,0,0.000395,0,0.34972,0.234,0.00011745,0.064409,0,0,0.71109,0.00089615,0,0.00035829,0.29499,0.17679
0.00028969,0,0,0,0.00011347,0.0041632,0,0.41716,0.59108,0.13707,0.02853,0,0,0.002006,0,0.29324,0.26516,0,0.15451,0,0,0.80577,0.004551,0,0.0018195,0.26033,0.094279
0,0,0,0,0,0.016466,0,0.60696,0.52163,0.073371,0.02632,0,0,0.0079338,0,0.37664,0.234,0,0.28866,0,0,0.71109,0.018,0,0.0071964,0.17892,0.039243
0,0,0,0,0,0.050718,0,0.68777,0.35851,0.030585,0.059197,0,0,0.024438,0,0.59756,0.16083,0,0.42,0,0,0.48872,0.055443,0,0.022167,0.095769,0.01274
0,0,0,0,0,0.12167,0,0.60696,0.1919,0.0099296,0.1377,0,0,0.058624,0,0.84262,0.086084,0,0.47592,0,0,0.2616,0.133,0,0.053175,0.039922,0.0032213
0,0,0,0,0,0.2273,0,0.41716,0.079995,0.0025106,0.25659,0,0,0.10952,0,0.94953,0.035885,0,0.42,0,0,0.10905,0.24848,0,0.099344,0.012961,0.0006343
0,0,0,0,0,0.33072,0,0.22329,0.02597,0.00049437,0.37352,0,0,0.15936,0,0.83715,0.01165,0,0.28866,0.00014319,0,0.035403,0.36153,0,0.14454,0.003277,9.7274e-05
0,0,0,0,0,0.37476,0.00016637,0.09308,0.0065664,7.5814e-05,0.42466,0,0,0.18057,0,0.57524,0.0029456,0,0.15451,0.00093371,0,0.0089513,0.40967,0,0.16379,0.00064529,0
0,0,0,0,0,0.33072,0.0010849,0.030447,0.001293,0,0.3819,0,0,0.15936,0,0.30791,0.00058003,0,0.064409,0.0047418,0,0.0017626,0.36153,0,0.14454,9.8958e-05,0
0,0,0,8.867e-05,0,0.2273,0.0055095,0.0091306,0.00019829,0,0.29071,0,0,0.10952,0,0.12835,8.895e-05,0,0.020911,0.018754,0,0.00027031,0.24848,0,0.099344,0,0
