0,1,2,3,4,5
0,0.096053,0,0,0,0.087106
0,0.097162,0,0,0,0.0959
0,0.097663,0,0,0,0.10502
0,0.097499,0,0,0,0.11437
0,0.096626,0,0,0,0.1238
0,0.09501,0,0,0,0.13315
0,0.09264,0,0,0,0.14226
0,0.089522,0,0,0,0.15092
0,0.096053,0,0,0,0.087106
0,0.097162,0,0,0,0.0959
0,0.097663,0,0,0,0.10502
0,0.097499,0,0,0,0.11437
0,0.096626,0,0,0,0.1238
0,0.09501,0,0,0,0.13315
0,0.09264,0,0,0,0.14226
0,0.089522,0,0,0,0.15092
0,0.085687,0,0,0,0.15893
0,0.081191,0,0,0,0.16612
0,0.076111,0,0,0,0.17229
0,0.070551,0,0,0,0.17729
0,0.064629,0,0,0,0.18102
0,0.05848,0,0,0,0.1834
0,0.052242,0,0,0,0.1844
0,0.046054,0,0,0,0.18406
0,0.040049,0,0,0,0.18245
0,0.034342,0,0,0,0.17967
0,0.029029,0,0,0,0.17587
0,0.024182,0,0,2.3705e-05,0.17118
0,0.019848,0,0,3.8693e-05,0.16574
0,0.016047,0,0,6.2217e-05,0.15969
0,0.012779,0,0,9.8536e-05,0.15313
0,0.010023,0,0,0.00015369,0.14613
0,0.0077406,0,0,0.00023605,0.13877
0,0.0058865,0,0,0.000357,0.13108
0,0.004451,0,5.5853e-05,0.00053162,0.12309
0,0.0033204,0,9.1354e-05,0.00077944,0.11484
0,0.0024935,0,0.00014711,0.0011251,0.10637
0,0.0019004,0,0.00023324,0.001599,0.097732
0,0.001523,0,0.00036407,0.0022373,0.089003
0,0.0013421,0,0.00055947,0.003082,0.080273
0,0.0013521,2.4265e-06,0.00084644,0.0041797,0.071646
0,0.0015621,3.9695e-06,0.0012608,0.0055806,0.063237
0,0.0019974,6.3931e-06,0.0018488,0.0073356,0.055159
0,0.0027009,1.0137e-05,0.0026691,0.009493,0.047521
0,0.0037336,1.5823e-05,0.0037935,0.012094,0.040416
0,0.005175,2.4316e-05,0.005308,0.01517,0.033918
0,0.0071227,3.6789e-05,0.0073121,0.018732,0.028078
0,0.0096902,5.4798e-05,0.0099167,0.022773,0.022919
0,0.012988,8.0356e-05,0.013241,0.027255,0.018443
0,0.017186,0.00011601,0.017404,0.032114,0.014627
0,0.022392,0.00016488,0.022523,0.037253,0.011432
0,0.028726,0.00023071,0.028695,0.042545,0.0088022
0,0.036288,0.00031781,0.035992,0.047834,0.0066631
0,0.045137,0.00043102,0.044444,0.052948,0.0049804
0,0.055283,0.00057548,0.05403,0.057699,0.0036662
0,0.066672,0.00075646,0.064665,0.061902,0.0026399
0,0.079176,0.00097893,0.076194,0.065382,0.0018867
0,0.092583,0.0012472,0.088387,0.067986,0.0013274
