0,1,2,3,4,5,6,7,8,9,10,11,12
0,0,0,0,0,0,0,0,0,0,0,0,0
0.12624,0.85561,0.60853,0.86791,1.1216,2.403,0.80063,0.29024,0.63354,0.17181,1.6866,1.2923,0
0,0,0,0.05714,0.13313,0,0,0.43059,0.0693,0.01096,0,0,0.09245
0,0,0,0,0,0,0,0,0,0,0,0,0.02372
0,0,0,0,0,0,0,0,0,0,0.04841,0,0
0,0,0,0,0.05067,0,0.02743,0,0.00077,0,0,0,0
0.02724,0,0,0,0.06253,0,0.01617,0.03147,0.03463,0,0.00367,0,0
0,0,0.01358,0,0,0,0,0,0,0,0.0641,0.0131,0
0,0.05213,0.08245,0,0,0.00816,0,0,0,0,0.00935,0.0793,0
0,0,0,0,0.0423,0,0,0.05089,0,0.00979,0.01958,0,0
0,0,0,0,0.00259,0,0,0,0,0,0.07625,0,0
0,0,0,0,0,0.02444,0,0,0.02607,0,0,0,0
0.09244,0,0,0.08301,0.01906,0.10761,0,0,0.02052,0,0,0,0
0.05038,0,0,0,0.08969,0,0,0,0,0.00262,0.0538,0,0
0,0.00275,0.01552,0,0.02847,0.01231,0,0,0,0,0,0,0
0,0.07978,0.0003,0,0,0.04774,0,0,0.01371,0.0008,0,0,0
0,0,0,0.04599,0,0,0,0.04055,0.01598,0.02333,0,0,0
0,0,0,0,0.00164,0,0,0,0,0,0,0.01872,0
0,0,0,0,0,0,0.03103,0,0,0,0,0.01507,0
0,0,0,0,0.01485,0,0.05904,0.01567,0.02649,0,0,0,0
0,0,0.02023,0.06709,0.05803,0,0,0.01741,0.0128,0,0.0398,0,0
0,0.04784,0.00323,0,0,0.13138,0,0,0,0,0,0.03666,0
0,0.00211,0.02497,0,0,0,0,0.06068,0.00375,0,0,0,0
0,0,0,0.04183,0,0,0,0.00076,0.02633,0,0,0,0
0,0,0,0,0.01146,0,0,0,8e-05,0.00527,0,0,0
0,0,0.00133,0,0.00923,0,0,0,0,0.01001,0.04576,0,0
0,0.00233,0.07508,0,0,0,0,0.03658,0,0.00544,0,0,0.0167
0,0.0362,0,0.04286,0,0,0.06508,0,0,0.00021,0,0,0
0,0,0,0,0.06099,0,0,0,0,0,0.0008,0,0
0,0,0,0,0.02618,0,0,0,0.01274,0,0,0,0
0,0,0,0,0,0,0,0,0.02833,0,0,0,0
0,0,0,0,0.01298,0,0,0,0.00027,0,0.00236,0,0
0,0,0,0,0.02069,0.11399,0,0,0,0,0.05878,0,0
0,0,0,0,0,0.07477,0,0,0,0,0.04477,0,0
0,0,0,0,0,0.03969,0,0.00607,0.02019,0,0.02899,0,0
0,0.03135,0,0,0.00351,0.08851,0.02913,0,0.03752,0,0.05058,0,0
0,0.00588,0,0,0.02151,0.03142,0,0.00172,0,0.00018,0.0723,0,0
0,0.0029,0,0,0,0,0,0.06074,0,0.00672,0.06051,0,0
0,0.01322,0,0,0,0,0.06576,0.00988,0,0.00019,0.04039,0,0
0,0.00442,0,0,0.01993,0,0,0,0,0,0.0374,0,0
0,0,0,0.04054,0.00404,0.01664,0,0,0,0.00622,0.02949,0,0
0,0,0,0.00051,0,0,0,0,0,0.00184,0.01585,0,0
0,0,0,0,0,0,0.00308,0,0,0,0.02235,0,0
0,0.00622,0,0,0.0174,0,0,0,0.00998,0,0,0,0.00929
0,0,0,0,0.01064,0.04318,0,0,0.01321,0,0,0,0
0,0,0,0,0,0.00038,0,0,0.02036,0,0,0,0
0.06116,0.03282,0.06344,0,0,0,0,0.03376,0.03244,0,0.18571,0,0
