0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,0,0,0,0,0,0.38812,0.00861,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.56228,0,0.2794,0,0,5.1366,1.0034,0,0.04766,0,0.25258,0,0.472,0.71559,0.53339,0,0,0,0
0,0,0,0,0,0,0.63273,0,0.01878,0,0,0,0,0,0.04144,0,0.06829,0.01984,0,0,0
0,0,0,0,0,0,0,0,0.01206,0,0,0,0,0,0,0,0.01807,0,0,0,0
0,0,0,0,0,0,0,0.08006,0.00441,0,0,0,0.04318,0,0,0.00908,0,0,0,0,0
0,0,0,0,0,0,0,0,0.00984,0,0,0,0,0,0,0,0,0.03492,0,0,0
0,0,0,0,0,0,0,0,0.01376,0,0,0,0,0,0,0,0.03494,0.07761,0,0,0
0,0,0,0,0,0,0,0.0902,0.00855,0,0,0,0,0,0,0,0,0.01476,0,0,0
0,0,0,0,0,0,0,0,0.00696,0,0,0,0,0,0,0,0,0.05398,0,0,0
0,0,0,0,0,0,0,0,0.01089,0,0,0,0,0,0,0,0.01116,0.01796,0,0,0
0,0,0,0,0,0,0,0,0.01276,0,0,0,0,0,0,0.01308,0.0474,0,0,0,0
0,0,0,0,0.03418,0,0,0,0.0127,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.01186,0,0,0,0,0,0,0,0,0.01794,0,0,0
0,0,0,0,0,0,0,0,0.00981,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.06459,0.01134,0,0,0,0,0,0.0214,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.01643,0,0,0,0,0,0.13106,0,0,0,0,0,0
0,0,0,0,0,0,0.02023,0,0.01733,0,0,0,0,0,0,0.00639,0,0,0,0,0
0,0,0,0,0.02897,0,0,0.05702,0.01474,0,0,0,0,0,0,0,0.00509,0,0,0,0
0,0,0,0,0.05996,0,0,0.01111,0.01535,0,0,0,0,0,0,0,0.02293,0.00582,0,0,0
0,0,0,0,0,0,8e-05,0,0.01637,0,0,0,0,0,0,0,0.00743,0,0,0,0
0,0,0,0,0,0,0,0,0.01279,0,0,0,0,0,0,0,0.00026,0,0,0,0
0,0,0,0,0,0,0,0,0.00947,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.03911,0,0.00578,0,0.01157,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.01453,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0474,0.01155,0,0,0,0,0,0,0,0,0.05375,0,0,0
0,0,0,0,0,0,0.02013,0,0.00648,0,0,0,0,0,0,0.00134,0,0.00114,0,0,0
0,0,0,0,0,0,0,0,0.00917,0,0,0,0,0,0,0.05827,0.04485,0,0,0,0
0,0,0,0,0,0,0,0,0.01698,0,0,0,0,0,0,0.0015,0,0,0,0,0
0,0,0,0,0.01693,0,0,3e-05,0.01481,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.01054,0,0.00434,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.05501,0.00306,0,0,0,0,0,0,0,0.00163,0,0,0,0
0,0,0,0,0,0,0,0,0.00982,0,0,0,0,0,0.00608,0,0.00062,0,0,0,0
0,0,0,0,0,0,0,0,0.0106,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.00945,0,0,0,0.01426,0,0,0,0.01001,0,0,0,0
0,0,0,0,0,0,0,0,0.01706,0,0,0,0,0,0,0,0.01504,0,0,0,0
0,0,0,0,0,0,0.0084,0.08831,0.02324,0,0,0,0,0,0,0,0.00284,0,0,0,0
0,0,0,0,0,0,0.00022,0,0.02103,0,0,0,0,0,0.04144,0,0.00142,0,0,0,0
0,0,0,0,0,0,0,0,0.02247,0,0,0,0,0,0,0,0.00376,0,0,0,0
0,0,0,0,0,0,0,0,0.02773,0,0,0,0,0,0,0,0.00222,0,0,0,0
0,0,0,0,0,0,0,0,0.02483,0,0,0,0,0,0,0,0.00409,0,0,0,0
0,0,0,0,0,0,0,0,0.01955,0,0,0,0,0,0,0,0.00962,0,0,0,0
0,0,0,0,0,0,0,0.03971,0.02107,0,0,0,0,0,0,0,0.00548,0,0,0,0
0,0,0,0,0,0,0,0.06988,0.02083,0,0,0,0,0,0,0,9e-05,0.02867,0,0,0
0,0,0,0,0,0,0,0,0.01597,0,0,0,0,0,0,0,0.00555,0,0,0,0
