0,1,2,3,4,5,6,7,8,9,10
0,0,0,0,0,0,0,0,0,0,0
0,0.23504,1.1965,0.27146,0,0.31648,0.64731,0.25881,0,0.61069,0
0,0,0,0.08973,0,0.03457,0,0.09395,0,0,0
0,0,0,0.09433,0,0.07089,0,0,0,0,0
0,0,0,0,0,0.12197,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0.08248,0,0,0,0,0,0,0,0,0.02874
0,0.15229,0,0,0,0,0,0,0,0,0.05153
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,9e-05,0,0,0
0,0,0,0,0,0,0,0.06293,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.22648,0,0,0,0,0,0.06235,0
0,0,0,0.08986,0,0,0,0,0,0.07713,0
0,0,0,0,0,0,0,0,0,0.0062,0
0,0,0,0,0,0.09246,0,0,0,0,0
0,0,0,0,0,0.105,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0.20345,0,0,0,0,0,0,0,0
0,0,0.22442,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.02235,0,0,0
0,0,0,0,0,0,0,0.05532,0,0.03214,0
0,0,0,0,0,0,0,0.02779,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0.00141,0,0,0,0,0,0,0,0.01661
0,0,7e-05,0,0,0,0,0,0,0,0.02195
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0.01245,0,0.06866,0,0,0,0,0,0,0
0,0,0,0.04196,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0.06281,0,0.03009,0,0,0,0,0,0,0
0,0,0,0.18368,0,0,0,0,0,0,0
0,0,0,0.0925,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.01711,0,0,0
0,0,0,0,0,0,0,0.10916,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0.01881,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.00245,0,0,0,0,0
0,0,0,0,0,0.0448,0,0,0,0,0
0,0,0,0,0,0.03783,0,0,0,0,0
0,0,0,0,0,0.01383,0,0,0,0,0
0,0,0.0789,0,0,0.01529,0,0,0,0,0
0,0,0.21885,0,0,0.08215,0,0,0,0,0
0,0,0,0,0,0.17855,0,0,0,0,0
0,0,0,0,0,0.14498,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0.05465,0,0,0,0,0,0,0,0
0,0,0.00677,0,0,0,0,0,0,0.11879,0
0,0,0,0,0,0,0,0,0,0.10355,0
0,0,0,0,0,0.12069,0,0,0,0.07238,0
0,0,0,0.04548,0,0,0,0,0,0.09723,0
0,0,0,0.10647,0,0,0.06112,0,0,0.04152,0
0,0,0,0,0,0,0.07396,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0.12966,0,0,0,0,0,0,0,0,0
0,0.09493,0,0,0,0,0,0,0,0,0
0,0.00528,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.02805,0
0,0,0,0.0865,0,0,0,0,0,0,0
0,0,0,0.10909,0,0,0,0,0,0,0
0,0,0,0.09905,0,0,0.04898,0.09029,0,0,0
0,0,0,0.02765,0,0,0.01758,0.05991,0,0,0
0.03858,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.08981,0
0,0,0,0,0,0,0,0,0,0.01917,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.00124,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0216,0,0,0,0,0
0,0,0,0,0,0.01937,0,0,0,0,0
0,0,0,0,0,0.0196,0,0,0,0,0
0,0,0,0,0,0.02085,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0.0174,0,0,0,0,0,0,0,0
0,0,0.00968,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.10738,0,0,0,0,0
0,0,0,0,0,0.03624,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.16045,0
0,0,0,0,0,0,0,0.03323,0,0,0
0,0,0,0,0,0,0,0.01666,0,0,0
0,0,0,0,0,0,0,0.01443,0,0,0
0,0,0,0,0,0,0,0.05424,0,0,0
0,0,0,0,0,0,0,0.09747,0,0,0
0,0,0,0.01464,0,0,0,0.00831,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0.20642,0,0,0,0,0,0,0,0
0,0,0.21715,0,0,0,0,0,0,0,0
0,0,0.00342,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.03537,0,0,0,0,0,0,0
0,0,0,0.08021,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.02412,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.00374,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.00453,0
0,0,0,0,0,0,0,0,0,0.06957,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0.05126,0,0,0,0,0,0,0,0,0
0,0.0321,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0.01399,0,0,0,0,0,0,0,0
0,0,0.11548,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.00782,0,0,0,0,0
0,0,0,0,0,0.00667,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0.12535,0,0,0,0,0,0,0,0
0,0,0.00834,0,0,0,0,0,0,0,0.00272
0,0,0,0,0,0,0,0.06904,0,0,0.1142
0,0,0,0,0,0,0,0.01063,0,0,0.03039
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.02335,0,0,0
0,0,0,0,0,0,0,0.08217,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.06074,0,0,0,0,0,0,0,0,0.06276,0
0.01642,0,0.1284,0,0,0,0,0,0,0.10593,0
0,0,0.01946,0,0,0,0,0,0,0.04248,0
0,0,0,0,0,0,0,0,0,0,0
0.04813,0,0,0,0,0,0,0,0,0,0
0.00958,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.06884,0
0,0,0,0,0,0,0,0,0,0.15074,0
0,0,0,0,0,0,0,0,0,0.08148,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0.00277,0,0,0,0,0,0,0,0,0
0,0,0.05329,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.00223,0,0
0,0,0,0,0,0,0,0,0.08103,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0.01885,0,0,0,0,0,0,0,0
0,0,0.01874,0,0,0,0,0,0,0,0
0,0,0,0.23978,0,0,0,0,0,0,0
0,0,0,0.08054,0,0,0,0,0.08421,0,0
0,0,0,0,0,0,0,0,0.0291,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0.09546,0,0,0,0,0,0.00021,0,0
0,0,0,0,0,0,0,0,0.0641,0,0
0,0,0,0.02985,0,0,0,0,0.06329,0.04795,0
0,0,0,0.13829,0,0,0,0,0.00815,0.13572,0
0,0,0,0.20615,0,0,0,0,0,0,0
0,0,0,0.09949,0,0,0,0,0,0,0
0,0,0.05445,0,0,0,0,0,0,0,0
0,0,0.12485,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0.13289,0,0,0,0,0,0,0,0
0,0,0.03572,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.00324,0,0
0,0,0,0,0,0,0,0,0.01326,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.07808,0
0,0,0,0,0,0,0,0,0,0.04244,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.07775,0
0,0,0,0,0,0,0,0,0,0.05466,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.04161,0,0,0
0,0,0,0,0,0,0,0.00731,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.01792,0,0,0
0,0,0,0,0,0,0,0.05728,0,0.05037,0
0,0,0,0,0,0.0105,0,0.00176,0,0.07738,0
0,0,0,0,0,0.06834,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.01188
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.05653,0.02178,0,0,0,0,0,0,0,0,0
0.10708,0.04493,0,0,0,0,0,0,0,0,0
0.0264,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0.15214,0,0,0,0,0,0,0,0,0,0
0.07054,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0.11372,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.00618,0,0
0,0,0,0,0,0,0,0,0.0006,0,0
0,0,0,0,0,0.06913,0,0,0.00254,0,0
