0,1,2,3,4,5,6,7,8
0.01228012517094612,0.008445621468126774,0.047766365110874176,0.02674388699233532,0.06631533801555634,0.06362081319093704,0.012336433865129948,0.015538753010332584,0.0869283601641655
0.005529601592570543,0.0033778792712837453,0.047572199255228036,0.016965778544545174,0.0907631367444992,0.07634291797876358,0.005759107414633036,0.008033066056668758,0.12435954064130784
0.004500881303101778,0.00269490503706038,0.047383967787027366,0.012959841638803482,0.11557537317276,0.08436790108680725,0.004545566625893116,0.0066908891312778,0.15128447115421295
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004204537253826857,0.0026116303633898497,0.046844009310007095,0.01086906436830759,0.1465662121772766,0.08745373040437697,0.004294726066291332,0.006263196002691984,0.1727505475282669
0.004860695451498032,0.0031314182560890913,0.044649552553892136,0.010048354975879192,0.17609426379203796,0.08884038776159286,0.005001252982765436,0.007203914690762757,0.16186101734638214
0.004816635977476835,0.0031073824502527714,0.04351246729493141,0.009130694903433323,0.2075185775756836,0.09454330801963806,0.004919871687889099,0.0074137342162430295,0.15791469812393188
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004823256283998489,0.003237581811845302,0.04105602204799652,0.00872966181486845,0.2505643665790558,0.0915726125240326,0.004948122426867485,0.0075250910595059395,0.1576358526945114
0.005244971718639135,0.0035844326484948397,0.03799629583954811,0.008641470223665237,0.2834705412387848,0.08698190748691559,0.005536048207432032,0.008345849812030792,0.1435246616601944
0.006306509487330914,0.004355619195848703,0.03522876650094986,0.009215635247528551,0.3385104835033417,0.08292372524738313,0.006542474031448364,0.009763207286596298,0.12429766356945038
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.007263017352670431,0.0052094440907239905,0.0324021577835083,0.009762439876794815,0.3775769174098969,0.0765838474035263,0.007584025152027606,0.011128437705338,0.11134283244609833
0.008055707439780234,0.00591800920665264,0.03128708153963089,0.010888315737247469,0.4122701287269592,0.07444588094949722,0.008726433850824833,0.013307145796716213,0.10679661482572557
0.009288076311349869,0.006784510798752308,0.029200619086623195,0.011171161197125912,0.4343535900115967,0.07304909825325012,0.009924942627549171,0.015181336551904678,0.10383380204439163
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010018669068813324,0.007392591796815395,0.02596055343747139,0.011650269851088524,0.4588055908679962,0.07081303000450134,0.011189614422619345,0.0166996531188488,0.10099774599075316
0.011169115081429482,0.008296873420476912,0.023425189778208733,0.012529837898910046,0.4304062128067017,0.06790514290332794,0.01384635828435421,0.0182826966047287,0.09706278145313264
0.011916247196495531,0.008683786727488041,0.02162567153573036,0.012444376014173029,0.3949435353279114,0.06513260304927826,0.015710888430476192,0.020920200273394585,0.09474162012338637
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013339183293282986,0.009386870078742504,0.019101204350590702,0.013190245255827905,0.3646746575832367,0.06124471127986907,0.019452255219221115,0.023084020242094997,0.08881525695323944
0.015381191857159138,0.010567733086645605,0.01703950576484203,0.012726372107863426,0.34427374601364136,0.05660511925816536,0.02382812649011612,0.027456706389784813,0.08103441447019577
0.01702430471777916,0.011447881348431109,0.015723384916782383,0.011938142590224743,0.3285819590091705,0.05210103839635849,0.029131418094038963,0.029867453500628468,0.0740971714258194
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018949391320347786,0.012836546637117864,0.014915738254785538,0.01157157402485609,0.2855132818222046,0.04823460057377815,0.03860543668270111,0.03276298940181732,0.06501726061105728
0.021361591294407845,0.01440667174756527,0.015075122006237509,0.011152051389217377,0.2535984218120575,0.04500005394220352,0.050623491406440735,0.03720299899578095,0.056481696665287025
0.021997513249516487,0.015587605535984041,0.014706079848110676,0.01083998754620552,0.2362505942583084,0.04205428063869476,0.0643630176782608,0.042305059731006615,0.050171032547950745
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.022903777658939358,0.017084287479519844,0.01428499259054661,0.010705671273171902,0.2222886085510254,0.03942708298563957,0.0789799839258194,0.04391772672533989,0.04511861875653267
0.022789901122450832,0.019167250022292137,0.013767974451184271,0.010720172896981241,0.20976591110229487,0.037531271576881416,0.09229429066181184,0.04537104442715645,0.039055455476045615
0.02389189414680004,0.01978296600282192,0.013427822850644587,0.01054672338068485,0.19803924858570102,0.035485733300447464,0.10356073081493378,0.04704485461115837,0.03611918166279793
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.023017417639493942,0.02003041282296181,0.013327185064554214,0.010598713532090187,0.19669629633426666,0.03304429352283478,0.11219877004623413,0.04561513289809227,0.03310749679803848
0.02105555310845375,0.020160801708698276,0.013918175362050532,0.010774937458336352,0.19441238045692444,0.03253738954663277,0.1135089322924614,0.045325588434934616,0.031007988378405568
0.020818751305341717,0.020869269967079163,0.01411779038608074,0.010996561497449877,0.18501289188861847,0.03231774643063545,0.10965440422296524,0.03995368629693985,0.030405506491661075
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
